"2019/10/13","14:14","やりゃいいよ。どうせ「日本死ね」「民度ｶﾞｰ」「民主主義は死んだ」しか言う事はないのだから。詰まるところ日本人ヘイトに向かうしかな無いのは言わなくても分かり切っている。 ",
"2019/10/13","14:18","そんな事で変わるつもりは日本人には毛頭ない事を未だに理解できない韓国人という民族の知能の低さ。 ",
"2019/10/13","14:48","戦乱の中世における天皇の実質とは何か。既に過去となった天皇の専制君主性であり、政元は統治者である武士として「(自分達でさえ既に有名無実である現代に)天皇の即位礼などどうでもよい」と言っているに過ぎない。では現代の天皇の実質とは何か… ",
"2019/10/13","14:57","天皇は言わずもがな幕府でさえ実質(この場合は権力を指す)を失い戦乱に明け暮れた時代の即位礼と、正しく神頼みと言う他ない天変地異からの救済を象徴としての天皇の神性に縋ろうという即位礼が同一とは全く思われない。 ",
"2019/10/13","15:12","こいつは立憲君主制とか聞いた事ないんかね。集団的自衛権の折りに「立憲主義も知らんのか」とアホだバカだ騒いでた奴らが「立憲君主制も知らんのか」と殴り返される様こそ哀れなりけり ",
"2019/10/13","18:18","これはガセの匂いがプンプンするな.. ",
"2019/10/13","18:19","ガセ臭がプンプンするなぁ・・ ",
"2019/10/13","18:28","疑問１：「南京や慰安婦」だけでなく「中国との領土問題」にも厳然たるルールがあると記事は言うが、おそらくそれだけではない。よくあるパターンとして安倍政権以前から広範なルールが存在していた可能性がある。",
"2019/10/13","18:36","疑問２：安倍政権の以前以後は別として、そのルールがＮＨＫの存在理由である公正性を担保するものか、破壊するものか、あの記事から推し量る事はできない。「言及そのものを禁止」には如何にもな嘘臭さしか漂っていない。",
"2019/10/13","23:43","Cream - White Room (2019 Joker Movie OST)2回も観てしまったぜ",
"2019/10/14","00:16"," NYタイムズの『ジョーカー』評論で「本当に怖いのは格差社会でも精神疾患でもなく アーサー・フレックが黒人だったら話が成り立たない 点」と書かれていた。黒人だったらホームレスになって世間から無視されるか、警察に目を付けられた瞬間に刑務所…",
"2019/10/14","00:16"," 個々人の悲劇や苦悩を「お前はマジョリティ（白人）だから苦しむ資格はない」と誰も寄り添わない社会（政治的正しさ）に対するアンチテーゼ的な意味合いもあるのにまた同じ周回遅れの主張で上書きしようとしてるのが情けない貴方達…",
"2019/10/14","00:16"," この評論は新しい着眼点でもなんでもない「ああ、また手垢まみれのアイデンティティ政治で個人の悲劇や苦悩を属性で塗り潰すんだ…」という落胆しかなかった。所詮大メディアは資本家の走狗なので貧富の格差という命題から…",
"2019/10/14","00:32"," 党4役を含めると日本会議国会議員懇談会の幹部が12人もいる第4次安倍再改造内閣ですが、実は、霊感商法問題で知られる宗教団体「統一教会」がらみの大臣と党4役も計12人います。 #日刊ゲンダイDI…",
"2019/10/14","00:42","神道(つまり天皇制)と統一教会は絶対に相容れない。韓国語が英語に変わる共通語になると豪語し手前味噌の天皇代理に臣下の礼を取らせて「救ってやった」と悦に入っていた朝鮮民族主義の極右である統一教会は全世界の敵であり、当然日本の不倶戴天の敵でもある。",
"2019/10/14","00:45","にも関わらず海外からは極右民族主義者と評される安倍政権に朝鮮民族主義の走狗がいる事の整合性を取るには、金と票、過去の経緯ぐらいしかないだろう。",
"2019/10/14","00:52","「アベも同じ極右民族主義者だから世界の敵ではないか」という御仁もおられるだろうが、統一教会と比較してはいけない。彼らは所有権を認めない。全世界の正当な所有者は自分だと思っている。さらにおぞましいのは、モノにも増して重視するのが全世界の「女性」に対する性的権利だという事だ。",
"2019/10/14","00:55","統一教会のおぞましさに比べれば多少の政治的逸脱など可愛いものだ。安倍政権に言いたい事もあろうが、統一教会と同視するのはさすがに非礼である。",
"2019/10/14","01:28","「妊娠出産は女の特権」というワードが批判を浴びているが、DNAを残すという観点では女は絶対的な強者になる。 ",
"2019/10/14","01:38","実も蓋も無い事を言えば、女性の権利とはつまり徹底的に自分の望まないDNAを残さない事であり、性犯罪とはつまり手段を問わず自分のDNAを残そうという試みである。DNAの存亡という男側の渇望に比べれば、望ましいDNAの継承というのは贅沢な悩みと言えるであろう。",
"2019/10/14","02:35","オレがに憎むのは統一教会だけだ。結果として安倍政権に何があってもオレの知った事ではない。",
"2019/10/14","02:54","怒りと絶望の淵に立った男にとって女というのは何の役にも立たない。彼女らにとって怒りも絶望もハナから負け犬の遠吠えに過ぎないのだからな。",
"2019/10/14","04:15","換言すれば、統一教会とは正しく韓国人の、韓国人による、韓国人の為の宗教に他ならない。",
"2019/10/14","14:16","世はヘイトだ差別だ喧しいが、統一教会というものを知れば知るほどその異常性の発生源に民族から切っても切り離せないもの、民族性と言うしかない物が通底している事に気付くだろう。",
"2019/10/14","14:18","大日本帝国が大戦時に皇民化教育として行った天皇と日本民族の絶対化を模倣し、統一教会は韓民族の絶対化を行っているのである。北朝鮮もまた別種の大日本帝国の模倣である。大日本帝国は世界を相手に戦って滅んだが、彼らが滅びるのはいつであろうか。",
"2019/10/14","14:22","北朝鮮は危険だが大戦当時の大日本帝国と比べればその辺のヤクザとジョーカー程度の差がある。だからこそ彼らが世界を相手に戦って自主的に滅びる事はない。つまり彼らが過ちを自主的に悟る可能性はほぼ無いのである。",
"2019/10/14","15:47","崇め奉りたくなければ崇め奉らなくて結構。白い目で見られ政治的支持を失うだけ。どんどんやれ。 ",
"2019/10/14","21:28","韓国が悪く言われると怒り出し日本の方が悪いと喚くマインドをどうやったら日本人が持てるのか全くわからん。本当に何人なのだろう？？心の底から理解不能。 ",
"2019/10/14","21:32"," チョグクの不正に国民が怒って立ち上がる韓国。口利き上野議員に殆ど関心を持たず風化させていく日本。悲しいけどこの差やな日本より韓国の方が民主主義が成熟してる件 : ハンJ速報 ",
"2019/10/14","21:35","< 英国名誉革命、フランス革命、米国独立革命と並ぶ「世界4大革命の1つ」と自画自賛しています>　<多くの韓国人が「安倍政権をデモで引きずり降ろせない日本人は韓国を羨ましがっている」とも信じています。文在寅大統領も海外に出るたびに「韓国革命」を誇ってみせます>",
"2019/10/14","21:37","ただのコメディなんだが、本当にそう思っている日本人がいるもの確かｗ ",
"2019/10/14","21:41","曺国法務長官が突然の辞任　それでも残るクーデター、戒厳令の可能性＜韓国人は2016年の朴槿恵退陣要求デモを～～ 英国名誉革命、フランス革命、米国独立革命…  ",
"2019/10/15","13:36"," 【請求権協定】文在寅大統領の特別補佐官が大反論！ 「『補償』と『賠償』は別モノ」「日本は韓国に8億ドルを支払い、6800億ドルの利益を得た」",
"2019/10/15","13:36"," 日本が支払った「８億ドル」の対価で６８００億稼いだと言うなら兎も角、「正当な貿易の収支」を被害額と仮定してる段階で言葉が通じないというのは、誰にでも分かる。と言いたい所ですけど、あの界隈は普通にこの気持ち悪い屁…",
"2019/10/16","07:44"," 米国が勝った戦争は過去60年間で一度だけ（#デイリーBOOKウォッチ）#アメリカ #ハーラン・ウルマン #戦争 #中央公論新社 ",
"2019/10/16","13:44","「ジョーカー」が投げかける多くの謎。あのストーリーをどう解釈すべきか(猿渡由紀) - Y!ニュース ",
"2019/10/16","14:09","原作やダークナイトの純粋な「悪」というジョーカーから考えるとアーサーはジョーカーではない、というのはあり得る。彼はジョーカーに扮した後でも、自分ではなく社会を断罪しながら目に浮かぶ涙を抑えられない。悪の権化としては余りにも、余りに… ",
"2019/10/17","07:52"," 韓国は、日本の対韓感情が大きく悪化したことをわかっていない ",
"2019/10/17","08:15","「難問」と言って韓国の論理を分析してくれるのは友好的な方だと早く理解した方がよい。いずれ問いが付き合い方から潰し方に変わる。もうかなりの部分変わっている。 ",
"2019/10/17","08:24","こんな記事組んでくれるのは有難い事だと気付いた方がいい。もうかなりの日本人にとって難問なのは韓国との付き合い方でない。速やかに潰す方法。 ",
"2019/10/17","14:17"," 東大を超えた!?世界から一流研究者が殺到する沖縄科学技術大学院大学が急成長を遂げた秘密 ｜Business Insider",
"2019/10/17","14:19","沖縄科学技術大学院大学　パワハラ被害58％ 　報復恐れ、通報は19％ | 沖縄タイムス＋プラス　ニュース | 沖縄タイムス＋プラス via @theokinawatimes",
"2019/10/20","00:42"," 宇崎ちゃんの献血ポスターの何が悪いか、何が広告としてふさわしくないか、簡単に言えば、公共広告のガイドラインにちゃんと「女性の胸などを強調しない」とあるのに、それにがっつり反したポスターを作成するのは、どうなんだって話なんだよ。これは公共広告だか…",
"2019/10/20","01:15","広告内容に関係なければ性的(と言える)広告が禁止であるならTVCMもネット広告もアウトなものは五万とある。広告主体が何であろうと公共空間に垂れ流される点は変わらない。公的機関の広告に広告効率の他に問題があるとすれば、その根拠は結局… ",
"2019/10/20","01:30"," 宇崎ちゃんが性的かどうか言い争っても意味ない。いつのまにか自明の理とされてる「性的要素が必要無い場所に性的要素があると現実の女性への性的搾取を正当化する」という言説に反論すべきなんだよ。性的であっても18禁でないなら犯罪でもなんでもないし、現実…",
"2019/10/20","01:45","海外などで全裸抗議がニュースになる事があるが、あれも抗議内容は全裸と関係ない事も多い。多くの場合フェミニストである女性が耳目を集める手段として逆利用している訳だが、日本では全く聞かず件の献血広告のような観念的に「利用される」事への抗議だけがある",
"2019/10/20","01:58","男の性的欲求そのものを忌み嫌いひたすら受動的に被害妄想を逞しくしているだけでは、フェミニズムが持つ片方の性別の為「だけ」の運動という利己性が社会的に認められる事はないのではないか。",
"2019/10/20","02:04"," 「献血呼びかけという真面目な目的の広告は真面目で無難であるべきだから宇崎ちゃんみたいなのはダメって普通わかるでしょ」という一般的な感覚を持つ人がとても多いのはわかる。でもそういう一般人の大半は真面目で無難な献血ポスターが街中にあっても全く不快に…",
"2019/10/20","02:04"," 献血は常に足りない。血液提供者を1人でも増やすことは血が足りず失われる命を1人でも多く救う事に直結する。だから赤十字は今まで万人向け男性向け女性向けオタク向け夢女子向けその他あらゆる広告を作ってきた。たまたま今回初めて宇崎ちゃんが目に入って異常…",
"2019/10/20","02:04"," 今までの沢山の献血ポスター広告を無視してきた良識ある一般人が現状も背景も知らず、赤十字やどんな理由であれ献血に協力した人達を罵倒して、「あまりにも女性を無視した広告なんだから叩かれて当然、どうして傷つく女性に寄り添えないの?」と言える人が女性を…",
"2019/10/20","02:27","歪んでもいないし恨み辛みも吐いていない状態でゼロなのだから、毒を吐き止めてもゼロ以下にしかならない。むしろ敵に回す一方である事が望み、言い換えれば闘争が望みなのである。 ",
"2019/10/20","02:31","ジョーカーがインセルを助長するかもしれないと米国では言われているが、確かに似ている。だがジョーカーに身勝手だと言っても何も変わる事はない。",
"2019/10/20","02:37","でも絶対ヤラせてやらない。はいインセル一丁上がり ",
"2019/10/20","02:49","映画『ジョーカー』が描いた「下級国民の反乱」（橘玲）｜NEWSポストセブン #newspostseven",
"2019/10/20","03:12","あの映画を観て「アーサーがインセルか否か」にここまで注意を払っている人間を初めて見た。何を考えてジョーカーを観ていたのか・・ ",
"2019/10/20","03:25","インセルが狂気に走って希代の悪党になる映画が大ヒットとなれば女としては困るのは分かるが、ジョーカーはインセルでないのではなく憎む対象が女に止まらず社会全てというだけである。「インセルか否か」を過剰に重視する姿勢は正にアーサーを狂気に追いやった社会のエゴそのもの。",
"2019/10/20","03:26","インセルが狂気に走って希代の悪党になる映画が大ヒットとなれば女としては困るのは分かるが、ジョーカーはインセルでないのではなく憎む対象が女に止まらず社会全てというだけ。「インセルか否か」を過剰に重視するのは正にアーサーを狂気に追いやったエゴそのもの。 ",
"2019/10/20","04:02","ジョーカーという真摯な絶望を汚す奴は許さない。",
"2019/10/20","04:42","「ミソが湧いてて何だこりゃ」より「発達障害の男が彼女の(おそらく経済的にも)理解を得られて幸せ」なエッセイが世に出ない意味を考えた方がいい。 ",
"2019/10/20","04:47","「ミソが湧いてて何だこりゃ」　このワードの女性以外のあらゆる方向への不誠実さこそが、フェミニズムの利己性でありミソジニーの源なんだろう",
"2019/10/20","05:01","世の中に善意がある事は否定しないが、善意が自己犠牲だとすればフェミニズムはその反対概念ですらある。いくら女が犠牲を強いられて来たと言っても、何ら犠牲にした事もなくその善意に与った事もない非モテには醜悪なエゴにしか見えないだろう。",
"2019/10/20","20:36","アホか。いま中国と融和的なのは米国の対中政策が変わったから。北朝鮮も同様。国際政治学者がそんな常識以前の認識もなく「叩けば折れると思っているから」「追い抜かれたくない相手だから」などと馬鹿げているにも程がある。 ",
"2019/10/20","20:42","いま中国と融和的なのは米国の対中政策が変わったからだよね。北朝鮮も同様。そんな当たり前の事を無視して感情論に答えを求める木村幹はどうかしているとしか思えないが、おそらく数日前の記事のバランサーとしてのリップサービスだろう。 ",
"2019/10/20","20:47","数日前の「対韓感情の悪化」記事が出た時は数年前の吉方のくだらない揚げ足取り持ち出して「ヘイター(笑)」認定してたくせに、現金なものだな",
"2019/10/20","20:50","吉方べきの差別主義者認定はどこ行ったんだ？(笑) ",
"2019/10/20","23:34","あれだけGSOMIA破棄が物議を醸し香港で暴動が起きる様を観ながら未だにこれを言える知性とメンタルには驚嘆するしかない。目覚めてどこへ行くと思っているのか？安全保障のあの字も理解できず「最低でも県外」をどこまでも繰り返す。 ",
"2019/10/20","23:37","共産化され日本が中国や北朝鮮の如くなれば反権力界隈は大義を取り戻す訳だから、そりゃ楽しみだろうな。そういう精神疾患があったよね。自分が思い遣り溢れる母親である事を示すために子供を虐待するとか何とかの。",
"2019/10/21","14:40","色々言いたい事はあるが基準値を超える放射性物質が検出されていないという事は、例示するなら「健康被害はない食品への異物混入」、「安全上問題はない新車の不具合」という大前提を無視してはいかんだろ。 ",
"2019/10/21","14:54","馬鹿な事を言うのはいい加減にしとけ。この裁判を例えるなら、他人に殴られて医師の指示に従い治療(深耕、反転耕)をした、医学上異常は見当たらない(基準値を超えない)、その上で殴られた相手に根本治療(先の治療…  ",
"2019/10/21","15:23","馬鹿な事を言うのはいい加減にしとけ。この裁判を例えるなら、他人に殴られて医師の指示に従い治療(深耕、反転耕)をした、医学上異常は見当たらない(基準値を超えない)、その上で殴られた相手に根本治療(先の治療で困難になっている)をするか… ",
"2019/10/21","15:23","色々言いたい事はあるが基準値を超える放射性物質が検出されていないという事は、例示するなら「健康被害はない食品への異物混入」、「安全上問題はない新車の不具合」という大前提を無視してはいかんだろ。 ",
"2019/10/22","09:29","だったらどう食い違ってるか書くのが議論というもの。 ",
"2019/10/23","15:21","ならんね。少なくともこの裁判のロジックでは。件の記事ですら批判の傍らこういう誤った理解にならないようかなりのボリュームで背景事情を説明しているのに、それを理解する意思も能力もない想田とその支持者はデマを垂れ流して罰せられる事もな… ",
"2019/10/23","15:28","ここで水俣を持ち出すのは雅子皇后への当てつけに他ならない。文字通りデマにデマを重ね、自称リベラルが親の罪を子に着せ、日本国の象徴を攻撃するのだから、これを放置していい訳がない。",
"2019/10/23","15:38","ええ、親に騙され、学歴と全財産を失い、恋人に捨てられ、彷徨い続け幾星霜、それでも親を殺せば喜ぶ奴らがいるから殺せない、それがオレですよ。 ",
"2019/10/29","08:04","出演者からの訴訟が「誰でもできるスラップ訴訟」で「気に入らない作品は(誰でも)簡単に潰せる」と言い出すこの御仁の頭の構造は、やはり巨大なネジが数本は飛んでいるのではないか。 ",
"2019/11/01","08:25","原発事故を起こそうとして起こす奴はいない。対策に瑕疵があろうと、そこだけは動かない。ならば信じられるはず。許せるはずだ、人間というものを。",
"2019/11/02","08:56","乱射、放火…世界の「凶悪事件」の犯人は、なぜ「男性」ばかりなのか #現代ビジネス",
"2019/11/02","19:30","表面的な普遍性を装った悪意が力を持てば持つほど、反作用も大きくなる。トランプ然り、移民然り、ジョーカー然り。デザキの作品はいずれ彼らの悪意を証明する一つになるだろう。彼らの力は彼らが少数故に持ち得るのであって、力を持てば持つほど自… ",
"2019/11/03","10:47","「わが国にエイズはない」と豪語する北朝鮮で強化されるエイズ検査(高英起) - Y!ニュース ",
"2019/11/03","11:29","ホームレスが避難所に入れなかった事と朝鮮学校が無償化されない事を同列に語る了見には不安しかない。 ",
"2019/11/03","11:37"," *【残酷】「萩生田文科相、朝鮮学校幼稚部までも〈無償化〉から排除」… 10月18日付の徳島新聞より。在日朝鮮人は、幼児や赤ん坊まで徹底的にいじめ抜く … この残酷で無慈悲な政策は、日本政府の国際的信用を失墜させ、日本に計り知れな…",
"2019/11/03","11:45","君らはナチ幼年学校でも作って無償化してりゃいいんだよ。 ",
"2019/11/05","03:02","これはイカン。朝鮮学校の巻き添えで無辜の外国人に迷惑をかけるなぞもっての外。堂々と朝鮮学校だけを除外すべき。 ",
"2019/11/05","06:52"," FF外から失礼します。海外在住者ですが、滞在国にVAT等払っていますが、普通でしょう？インフラ代だと思っています。在外日本人学校は滞在国からの支援はあり…",
"2019/11/06","06:53","賛同はしないが他の施設を巻き込むなんてもっての外。堂々と朝鮮学校だけ除外すべき。 ",
"2019/11/06","07:06","かつて来た教育勅語批判の道を自ら粉砕する暴論だと気付く時はいつ来るのか。こんなロジックで朝鮮学校の肩を持つのはこの先一切どこの教育内容にも批判などいたしません、と言ってるようなもの。 ",
"2019/11/06","07:19","君らはな、ナチ幼年学校でも大東亜共栄幼稚園でも革マル幼稚園でも作って無償化運動しとけばいいんだよ。アホくせえわ ",
"2019/11/07","08:31","例外的なフィリピンの一事をもって「アジア解放は出鱈目」と言い張るしかないんだから言わずもがな。 ",
"2019/11/08","09:53","極めて異常な場合を除いて、本能に従うなら男は女をレイプしても殺しはしない(社会的にレイプが犯罪である以上それを行う場合は異常な状態ではあるが)。DNAを残す観点で言えば贅沢なのはより望ましい、自分の好むDNAを残す事に死命を賭ける… ",
"2019/11/09","08:08","あなたの話をしてるのではなく一般的な話です。公開されされる事であなたの個人的体験から導かれた奇妙な結論は個人の枠を超える。私は抜け落ちている視点を指摘したまで。子育てとはコスト、精神的であれ物質的で…  ",
"2019/11/09","08:27","前にも言ったが、極論すれば女性の性的権利とは弱者のDNAは一片たりとも残さないということ、性犯罪とは手段を問わず自分のDNAを残そうということ。DNAを残せないのは数十年後の完全な終焉を意味する。汝殺すなかれ。今死ぬのと数十年後の完全な終わり、違うと言い切れるのか。",
"2019/11/09","08:33","人権思想や人道主義は突き詰めればそういう話になるんだよ。答えは宗教の中にぐらいしかないだろう。",
"2019/11/09","22:43","私も含めてではあろうと思いますが、オスの本能を語りだす人間が性犯罪を容認している訳ではないですよ。被害者の語る何かが、単に被害に止まらず人間社会の基底をなす本能的な部分を揺さぶるからです。それはおそらく男だけでなく、女性の本能に近い部分にとってもです。 ",
"2019/11/09","22:49","こいつは凄い奴だった",
